Date,open,high,low,close,adj_close,volume
2002-09-11,4.396410,4.432350,4.347830,4.375030,0.051152,6433
2002-09-12,4.508140,4.508140,4.392520,4.445960,0.051981,3602
2002-09-13,4.436240,4.436240,4.392520,4.436240,0.051868,5867
2002-09-16,4.436240,4.458590,4.392520,4.432350,0.051822,24702
2002-09-17,4.436240,4.458590,4.418750,4.418750,0.051663,24939
2002-09-18,4.436240,4.463440,4.396410,4.410010,0.051561,17713
2002-09-19,4.356570,4.489680,4.356570,4.414870,0.051618,39379
2002-09-20,3.749330,4.436240,3.749330,4.423610,0.051720,14801
2002-09-23,4.498420,4.525630,4.392520,4.512020,0.052754,27080
2002-09-24,4.498420,4.498420,4.418750,4.436240,0.051868,26143
2002-09-25,4.352680,4.436240,4.347830,4.392520,0.051357,14512
2002-09-26,null,null,null,null,null,null
2002-09-27,4.405150,4.410010,4.405150,4.410010,0.051561,3088
2002-09-30,4.418750,4.418750,4.392520,4.392520,0.051357,4117
2002-10-01,4.392520,4.436240,4.392520,4.396410,0.051402,5733
2002-10-02,null,null,null,null,null,null
2002-10-03,4.347830,4.347830,4.347830,4.347830,0.050834,2058
2002-10-04,4.361430,4.378920,4.356570,4.356570,0.050936,6227
2002-10-07,4.401260,4.436240,4.392520,4.392520,0.051357,24136
2002-10-08,4.436240,4.436240,4.347830,4.370170,0.051095,18269
2002-10-09,4.316740,4.370170,4.312850,4.361430,0.050993,6896
2002-10-10,4.361430,4.361430,4.347830,4.352680,0.050891,1297
2002-10-11,4.356570,4.383770,4.347830,4.365310,0.051038,4488
2002-10-14,4.001940,4.547970,4.001940,4.436240,0.051868,3355
2002-10-15,null,null,null,null,null,null
2002-10-16,4.356570,4.432350,4.356570,4.396410,0.051402,3602
2002-10-17,4.427500,4.436240,4.347830,4.427500,0.051766,22664
2002-10-18,4.347830,4.436240,4.347830,4.392520,0.051357,17857
2002-10-21,4.347830,4.449840,4.347830,4.436240,0.051868,50896
2002-10-22,4.365310,4.436240,4.259410,4.268160,0.049903,8615
2002-10-23,4.427500,4.427500,4.237070,4.250670,0.049698,71173
2002-10-24,4.174880,4.259410,4.170030,4.197230,0.049073,21419
2002-10-25,4.170030,4.259410,3.997090,4.179740,0.048869,125723
2002-10-28,4.170030,4.250670,4.170030,4.245810,0.049641,3983
2002-10-29,3.820260,4.179740,3.820260,4.174880,0.048812,4271
2002-10-30,4.361430,4.361430,4.174880,4.174880,0.048812,4426
2002-10-31,3.673550,4.259410,3.673550,4.232210,0.049482,15284
2002-11-01,4.135050,4.259410,4.135050,4.259410,0.049800,7874
2002-11-04,4.081610,4.081610,4.081610,4.081610,0.047721,1029
2002-11-05,4.086470,4.254550,4.086470,4.103960,0.047983,8821
2002-11-06,null,null,null,null,null,null
2002-11-07,4.170030,4.170030,4.064120,4.068010,0.047562,9490
2002-11-08,4.046640,4.086470,4.046640,4.081610,0.047721,7719
2002-11-11,3.953360,4.117560,3.953360,4.117560,0.048142,13432
2002-11-12,4.024290,4.126310,4.019430,4.099100,0.047926,41427
2002-11-13,4.019430,4.245810,4.019430,4.201120,0.049119,13195
2002-11-14,4.223460,4.223460,4.036920,4.197230,0.049073,9129
2002-11-15,3.993200,4.241920,3.789170,4.064120,0.047517,11157
2002-11-18,4.170030,4.170030,4.090360,4.095210,0.047880,2058
2002-11-19,null,null,null,null,null,null
2002-11-20,4.152540,4.170030,4.152540,4.152540,0.048551,5404
2002-11-21,4.166140,4.237070,4.166140,4.237070,0.049539,6330
2002-11-22,4.347830,4.347830,4.157400,4.170030,0.048755,18012
2002-11-25,4.205980,4.547970,4.170030,4.259410,0.049800,25731
2002-11-26,4.614040,4.614040,4.201120,4.245810,0.049641,9263
2002-11-27,4.241920,4.347830,4.241920,4.276900,0.050005,11116
2002-11-28,4.263300,4.303130,4.205980,4.241920,0.049596,18228
2002-11-29,4.259410,4.259410,4.170030,4.170030,0.048755,24187
2002-12-02,4.130190,4.512020,4.130190,4.436240,0.051868,141512
2002-12-03,4.010690,4.614040,4.010690,4.361430,0.050993,75691
2002-12-04,4.525630,4.525630,4.268160,4.387660,0.051300,8358
2002-12-05,4.392520,4.436240,4.347830,4.347830,0.050834,3129
2002-12-06,4.347830,4.392520,4.290500,4.352680,0.050891,5352
2002-12-09,4.343940,4.343940,4.237070,4.263300,0.049846,18526
2002-12-10,4.259410,4.347830,4.259410,4.307990,0.050368,13638
2002-12-11,4.321590,4.347830,4.276900,4.276900,0.050005,45884
2002-12-12,4.272040,4.325480,4.259410,4.312850,0.050425,28335
2002-12-13,4.268160,4.347830,4.268160,4.343940,0.050789,7205
2002-12-16,4.392520,4.392520,4.285640,4.392520,0.051357,8491
2002-12-17,4.276900,4.303130,4.268160,4.281760,0.050062,84913
2002-12-18,4.259410,4.294390,4.250670,4.259410,0.049800,38895
2002-12-19,4.281760,4.281760,4.214720,4.272040,0.049948,9778
2002-12-20,4.170030,4.281760,4.170030,4.241920,0.049596,7205
2002-12-23,4.241920,4.250670,4.219580,4.245810,0.049641,7205
2002-12-24,4.197230,4.250670,4.170030,4.201120,0.049119,7771
2002-12-25,null,null,null,null,null,null
2002-12-26,4.210830,4.259410,4.210830,4.237070,0.049539,42529
2002-12-27,4.259410,4.285640,4.170030,4.210830,0.049232,65049
2002-12-30,4.254550,4.254550,4.179740,4.214720,0.049278,26143
2002-12-31,4.192370,4.418750,4.192370,4.268160,0.049903,22077
2003-01-01,4.392520,4.392520,4.303130,4.347830,0.050834,37002
2003-01-02,4.347830,4.370170,4.347830,4.347830,0.050834,20328
2003-01-03,4.259410,4.370170,4.259410,4.361430,0.050993,7833
2003-01-06,4.081610,4.325480,4.081610,4.307990,0.050368,8327
2003-01-07,4.170030,4.370170,4.170030,4.347830,0.050834,11713
2003-01-08,4.174880,4.378920,4.174880,4.347830,0.050834,27368
2003-01-09,4.259410,4.365310,4.223460,4.272040,0.049948,59233
2003-01-10,4.170030,4.356570,4.170030,4.307990,0.050368,19597
2003-01-13,4.325480,4.343940,4.232210,4.343940,0.050789,9541
2003-01-14,4.347830,4.778240,4.259410,4.712170,0.055094,138527
2003-01-15,4.641240,4.778240,4.436240,4.591690,0.053685,382830
2003-01-16,4.591690,4.591690,4.458590,4.458590,0.052129,55940
2003-01-17,4.480930,4.480930,4.432350,4.432350,0.051822,26987
2003-01-20,4.392520,4.436240,4.312850,4.347830,0.050834,27481
2003-01-21,4.343940,4.480930,4.343940,4.365310,0.051038,9582
2003-01-22,4.347830,4.658730,4.347830,4.370170,0.051095,13391
2003-01-23,4.427500,4.436240,4.375030,4.387660,0.051300,55116
2003-01-24,4.356570,4.365310,4.343940,4.343940,0.050789,20595
2003-01-27,4.356570,4.392520,4.303130,4.343940,0.050789,31083
2003-01-28,4.285640,4.365310,4.281760,4.303130,0.050311,75701
2003-01-29,3.993200,4.370170,3.993200,4.347830,0.050834,7205
2003-01-30,4.285640,4.375030,4.281760,4.285640,0.050107,13895
2003-01-31,4.427500,4.427500,4.299250,4.303130,0.050311,8234
2003-02-03,4.294390,4.405150,4.232210,4.375030,0.051152,44258
2003-02-04,4.281760,4.392520,4.276900,4.339080,0.050732,28572
2003-02-05,4.383770,4.423610,4.312850,4.347830,0.050834,22242
2003-02-06,4.339080,4.347830,4.312850,4.343940,0.050789,16880
2003-02-07,4.307990,4.347830,4.307990,4.330340,0.050630,92406
2003-02-10,4.259410,4.392520,4.259410,4.383770,0.051254,382706
2003-02-11,4.347830,4.383770,4.316740,4.325480,0.050573,72696
2003-02-12,4.347830,4.698570,4.347830,4.467330,0.052231,127308
2003-02-13,null,null,null,null,null,null
2003-02-14,4.259410,4.436240,4.259410,4.401260,0.051459,87517
2003-02-17,4.658730,4.658730,4.347830,4.489680,0.052493,123273
2003-02-18,4.477050,4.538260,4.477050,4.508140,0.052708,141964
2003-02-19,5.324270,5.324270,4.099100,4.587810,0.053640,48117
2003-02-20,4.445960,4.641240,4.445960,4.560600,0.053322,30456
2003-02-21,4.525630,4.560600,4.458590,4.525630,0.052913,11692
2003-02-24,4.512020,4.614040,4.503280,4.569350,0.053424,53511
2003-02-25,4.281760,4.596550,4.281760,4.508140,0.052708,39173
2003-02-26,4.170030,4.614040,4.170030,4.436240,0.051868,25536
2003-02-27,4.600440,4.600440,4.436240,4.525630,0.052913,25989
2003-02-28,4.489680,4.569350,4.401260,4.525630,0.052913,36456
2003-03-03,4.392520,4.525630,4.392520,4.480930,0.052390,31670
2003-03-04,4.392520,4.480930,4.392520,4.410010,0.051561,6608
2003-03-05,4.414870,4.445960,4.347830,4.375030,0.051152,28201
2003-03-06,4.392520,4.480930,4.343940,4.361430,0.050993,72665
2003-03-07,4.325480,4.347830,4.303130,4.321590,0.050527,58719
2003-03-10,4.285640,4.436240,4.276900,4.303130,0.050311,48076
2003-03-11,4.259410,4.365310,4.259410,4.321590,0.050527,17837
2003-03-12,4.347830,4.347830,4.303130,4.330340,0.050630,10406
2003-03-13,4.285640,4.418750,4.214720,4.250670,0.049698,81331
2003-03-14,null,null,null,null,null,null
2003-03-17,4.259410,4.347830,4.241920,4.334220,0.050675,13895
2003-03-18,null,null,null,null,null,null
2003-03-19,4.276900,4.347830,4.276900,4.334220,0.050675,10550
2003-03-20,4.347830,4.352680,4.303130,4.352680,0.050891,8491
2003-03-21,4.312850,4.356570,4.303130,4.334220,0.050675,22355
2003-03-24,4.312850,4.312850,4.312850,4.312850,0.050425,1029
2003-03-25,4.312850,4.312850,4.214720,4.245810,0.049641,18362
2003-03-26,4.254550,4.436240,4.237070,4.263300,0.049846,107762
2003-03-27,4.268160,4.272040,4.259410,4.263300,0.049846,14368
2003-03-28,4.241920,4.299250,4.188490,4.268160,0.049903,154974
2003-03-31,4.281760,4.281760,4.174880,4.219580,0.049335,39482
2003-04-01,4.241920,4.254550,4.223460,4.241920,0.049596,213569
2003-04-02,4.219580,4.272040,4.219580,4.241920,0.049596,176290
2003-04-03,4.653870,4.653870,4.228320,4.299250,0.050266,29025
2003-04-04,4.339080,4.343940,4.303130,4.321590,0.050527,23673
2003-04-07,4.347830,4.436240,4.294390,4.303130,0.050311,123613
2003-04-08,4.325480,4.325480,4.268160,4.312850,0.050425,15748
2003-04-09,4.339080,4.347830,4.259410,4.268160,0.049903,85119
2003-04-10,4.237070,4.303130,4.214720,4.237070,0.049539,40141
2003-04-11,4.299250,4.347830,4.241920,4.259410,0.049800,87692
2003-04-14,null,null,null,null,null,null
2003-04-15,4.228320,4.343940,4.223460,4.321590,0.050527,8255
2003-04-16,4.259410,4.347830,4.259410,4.343940,0.050789,32288
2003-04-17,4.436240,4.436240,4.281760,4.343940,0.050789,37259
2003-04-18,null,null,null,null,null,null
2003-04-21,4.219580,4.392520,4.219580,4.378920,0.051198,21511
2003-04-22,4.303130,4.303130,4.290500,4.303130,0.050311,132742
2003-04-23,4.347830,4.347830,4.307990,4.325480,0.050573,14317
2003-04-24,4.343940,4.520770,4.343940,4.441100,0.051925,39091
2003-04-25,4.525630,4.525630,4.401260,4.454700,0.052084,66953
2003-04-28,4.622780,4.622780,4.436240,4.458590,0.052129,20060
2003-04-29,4.458590,4.512020,4.436240,4.458590,0.052129,19515
2003-04-30,4.596550,4.596550,4.418750,4.485790,0.052447,11538
2003-05-01,null,null,null,null,null,null
2003-05-02,4.769490,4.769490,4.436240,4.560600,0.053322,58050
2003-05-05,4.569350,4.871510,4.569350,4.835560,0.056537,154099
2003-05-06,4.791840,4.857910,4.667480,4.681080,0.054730,54530
2003-05-07,4.702450,4.818070,4.618900,4.702450,0.054980,115008
2003-05-08,4.778240,4.814190,4.720910,4.752000,0.055560,87239
2003-05-09,4.747150,5.101770,4.747150,5.009470,0.058570,615502
2003-05-12,4.968670,5.101770,4.880250,5.070680,0.059285,416826
2003-05-13,4.658730,5.066800,4.658730,5.044450,0.058979,123273
2003-05-14,5.058050,5.058050,4.791840,4.978380,0.058206,110768
2003-05-15,5.146470,5.146470,4.995870,5.004620,0.058513,79386
2003-05-16,5.058050,5.075540,4.747150,4.747150,0.055503,62095
2003-05-19,4.752000,4.835560,4.702450,4.702450,0.054980,97624
2003-05-20,4.702450,4.702450,4.645130,4.662620,0.054515,68445
2003-05-21,4.658730,4.826820,4.658730,4.818070,0.056332,344480
2003-05-22,4.525630,4.951180,4.525630,4.880250,0.057059,97038
2003-05-23,5.101770,5.120230,4.942430,5.075540,0.059342,147419
2003-05-26,4.995870,5.097890,4.995870,5.093030,0.059547,166553
2003-05-27,5.022100,5.137720,5.013360,5.049310,0.059036,92632
2003-05-28,5.058050,5.234880,5.018220,5.115380,0.059808,109770
2003-05-29,5.101770,5.191160,5.101770,5.151320,0.060228,58358
2003-05-30,5.146470,5.399080,5.146470,5.346610,0.062512,172214
2003-06-02,5.501090,5.501090,5.412680,5.488460,0.064170,142078
2003-06-03,5.417540,5.501090,5.257230,5.279570,0.061728,114566
2003-06-04,5.279570,5.297060,5.191160,5.262080,0.061523,19278
2003-06-05,5.315520,5.315520,5.146470,5.186300,0.060637,34140
2003-06-06,5.142580,5.324270,5.142580,5.248480,0.061364,72408
2003-06-09,5.146470,5.191160,5.137720,5.191160,0.060694,16993
2003-06-10,5.195040,5.195040,5.120230,5.128980,0.059967,35139
2003-06-11,5.146470,5.230990,5.120230,5.203790,0.060842,54859
2003-06-12,5.319410,5.346610,5.230990,5.248480,0.061364,40470
2003-06-13,5.120230,5.279570,5.120230,5.142580,0.060126,143663
2003-06-16,5.111490,5.288320,5.111490,5.230990,0.061160,34521
2003-06-17,5.262080,5.333010,5.101770,5.253340,0.061421,102544
2003-06-18,5.319410,5.448630,5.253340,5.262080,0.061523,65481
2003-06-19,5.234880,5.953850,5.234880,5.652660,0.066090,972590
2003-06-20,5.670150,5.727470,5.461260,5.559390,0.064999,186654
2003-06-23,5.568130,5.634200,5.501090,5.523440,0.064579,63597
2003-06-24,5.501090,5.616710,5.497210,5.576880,0.065204,76628
2003-06-25,5.545790,5.599220,5.461260,5.474860,0.064011,78223
2003-06-26,5.501090,5.540930,5.426280,5.435030,0.063545,40583
2003-06-27,5.412680,5.497210,5.367990,5.408790,0.063239,40707
2003-06-30,5.497210,5.540930,5.372840,5.377700,0.062875,84131
2003-07-01,5.501090,5.540930,5.426280,5.528300,0.064636,65409
2003-07-02,5.656550,5.670150,5.443770,5.607970,0.065567,118137
2003-07-03,5.665290,5.696380,5.545790,5.550640,0.064897,71903
2003-07-04,5.474860,5.678890,5.474860,5.652660,0.066090,86632
2003-07-07,6.029630,6.029630,5.426280,5.661400,0.066192,168478
2003-07-08,5.812000,5.812000,5.634200,5.785770,0.067646,141357
2003-07-09,5.989800,5.989800,5.616710,5.687640,0.066499,108174
2003-07-10,6.033520,6.033520,5.066800,5.163950,0.289142,88546
2003-07-11,5.101770,5.656550,5.018220,5.120230,0.286694,118724
2003-07-14,5.457370,5.457370,4.614040,4.959920,0.277718,99858
2003-07-15,4.924950,5.137720,4.720910,4.849160,0.271516,73355
2003-07-16,4.968670,4.968670,4.795730,4.835560,0.270755,53068
2003-07-17,5.058050,5.058050,4.702450,4.791840,0.268307,164279
2003-07-18,5.412680,5.412680,4.534370,4.857910,0.272006,30867
2003-07-21,5.080400,5.080400,4.702450,4.738400,0.265315,43681
2003-07-22,4.702450,4.786980,4.622780,4.641240,0.259874,41777
2003-07-23,4.653870,4.769490,4.653870,4.684960,0.262322,14595
2003-07-24,4.126310,4.618900,4.126310,4.596550,0.257372,29900
2003-07-25,4.614040,4.729660,4.614040,4.698570,0.263084,64215
2003-07-28,4.729660,4.924950,4.729660,4.862760,0.272278,60788
2003-07-29,4.702450,5.279570,4.702450,5.172700,0.289632,312563
2003-07-30,5.279570,5.297060,5.080400,5.172700,0.289632,133751
2003-07-31,6.033520,6.033520,4.880250,5.262080,0.294637,270003
2003-08-01,6.211320,6.211320,4.991010,5.324270,0.298119,256294
2003-08-04,4.924950,5.789650,4.924950,5.599220,0.313514,813488
2003-08-05,5.146470,5.745930,4.991010,5.355360,0.299860,278258
2003-08-06,5.403930,5.403930,5.222250,5.248480,0.293875,204028
2003-08-07,5.341750,5.612820,5.324270,5.510810,0.308564,244859
2003-08-08,6.299730,6.299730,5.501090,5.550640,0.310794,247030
2003-08-11,5.146470,5.576880,5.146470,5.457370,0.305572,105776
2003-08-12,5.336900,5.581730,5.336900,5.403930,0.302579,133298
2003-08-13,5.324270,5.523440,5.324270,5.497210,0.307802,139288
2003-08-14,6.389120,6.389120,5.412680,5.519550,0.309053,208135
2003-08-15,null,null,null,null,null,null
2003-08-18,5.945110,6.012140,5.678890,5.843090,0.327169,578603
2003-08-19,6.122910,6.193830,5.767310,5.789650,0.324177,301838
2003-08-20,5.879040,5.989800,5.767310,5.798400,0.324667,308734
2003-08-21,5.678890,5.984940,5.678890,5.843090,0.327169,140297
2003-08-22,5.856690,6.122910,5.856690,5.918870,0.331412,372146
2003-08-25,5.945110,6.114160,5.687640,5.772160,0.323197,181097
2003-08-26,5.590480,5.940250,5.590480,5.860580,0.328148,94238
2003-08-27,5.856690,5.936360,5.789650,5.860580,0.328148,74538
2003-08-28,5.705130,5.856690,5.705130,5.777020,0.323470,49250
2003-08-29,5.767310,5.900410,5.723590,5.847950,0.327441,48838
2003-09-01,5.812000,5.936360,5.723590,5.794510,0.324449,94794
2003-09-02,5.777020,5.865440,5.777020,5.851830,0.327658,141018
2003-09-03,6.655330,6.655330,5.789650,5.825600,0.326190,91922
2003-09-04,5.945110,6.078210,5.777020,5.834350,0.326680,77883
2003-09-05,6.029630,6.122910,5.789650,6.060720,0.339355,147234
2003-09-08,6.033520,6.211320,5.931500,6.162740,0.345067,151989
2003-09-09,7.098370,7.098370,6.122910,6.268640,0.350996,156014
2003-09-10,6.051980,6.380370,5.945110,5.958710,0.333643,57947
2003-09-11,5.869320,6.033520,5.865440,5.927620,0.331902,21820
2003-09-12,5.945110,5.945110,5.780910,5.834350,0.326680,107052
2003-09-15,5.767310,5.891670,5.643920,5.741070,0.321457,67354
2003-09-16,5.803250,5.812000,5.612820,5.701240,0.319226,16108
2003-09-17,5.825600,5.825600,5.701240,5.727470,0.320695,19710
2003-09-18,5.501090,5.723590,5.501090,5.572020,0.311991,17291
2003-09-19,5.523440,5.656550,5.417540,5.514700,0.308782,107021
2003-09-22,5.590480,5.590480,5.421420,5.448630,0.305082,42282
2003-09-23,5.438910,5.550640,5.435030,5.545790,0.310522,13071
2003-09-24,5.523440,5.678890,5.421420,5.630310,0.315255,57123
2003-09-25,5.661400,5.678890,5.590480,5.656550,0.316724,42827
2003-09-26,5.665290,5.665290,5.510810,5.599220,0.313514,34099
2003-09-29,5.678890,5.696380,5.603110,5.665290,0.317213,46481
2003-09-30,5.670150,5.678890,5.607970,5.612820,0.314276,67117
2003-10-01,5.665290,5.723590,5.545790,5.625460,0.314983,67756
2003-10-02,null,null,null,null,null,null
2003-10-03,5.639060,5.945110,5.603110,5.763420,0.322708,58410
2003-10-06,5.843090,5.843090,5.652660,5.718730,0.320206,68682
2003-10-07,5.678890,5.834350,5.678890,5.705130,0.319444,58832
2003-10-08,5.767310,5.777020,5.683750,5.701240,0.319226,68970
2003-10-09,5.767310,5.767310,5.554530,5.687640,0.318465,58667
2003-10-10,5.634200,5.767310,5.634200,5.727470,0.320695,77863
2003-10-13,5.767310,5.900410,5.634200,5.874180,0.328910,144867
2003-10-14,5.869320,5.989800,5.749820,5.918870,0.331412,100650
2003-10-15,5.945110,6.211320,5.834350,6.162740,0.345067,184287
2003-10-16,6.211320,6.211320,6.033520,6.043240,0.338376,110881
2003-10-17,6.012140,6.237550,6.012140,6.118050,0.342565,476080
2003-10-20,5.976200,6.256010,5.976200,6.202570,0.347297,127812
2003-10-21,6.216180,6.287100,6.126790,6.166630,0.345285,157269
2003-10-22,6.256010,6.299730,6.131650,6.145250,0.344088,136170
2003-10-23,6.145250,6.211320,6.140390,6.175370,0.345774,76329
2003-10-24,6.256010,6.256010,6.131650,6.197720,0.347026,36178
2003-10-27,6.193830,6.197720,6.016030,6.135540,0.343544,31701
2003-10-28,6.047120,6.193830,6.043240,6.122910,0.342837,73982
2003-10-29,6.086960,6.122910,6.078210,6.078210,0.340334,105292
2003-10-30,5.989800,6.149140,5.989800,6.122910,0.342837,40655
2003-10-31,6.038380,6.140390,6.038380,6.083070,0.340606,68651
2003-11-03,6.122910,6.211320,5.945110,6.064610,0.339572,83832
2003-11-04,6.060720,6.211320,5.945110,5.989800,0.335384,165833
2003-11-05,6.086960,6.175370,5.962590,6.007290,0.336363,55477
2003-11-06,6.069470,6.118050,6.033520,6.033520,0.337832,82340
2003-11-07,5.962590,6.299730,5.962590,6.171480,0.345556,331336
2003-11-10,6.118050,6.455190,6.118050,6.366770,0.356491,176794
2003-11-11,6.477530,6.565950,6.401750,6.517370,0.364924,232044
2003-11-12,6.432840,6.646590,6.432840,6.588290,0.368895,156899
2003-11-13,6.605780,6.743750,6.486280,6.584410,0.368677,165452
2003-11-14,6.557200,6.565950,6.259900,6.353170,0.355730,166275
2003-11-17,6.389120,6.699050,6.389120,6.655330,0.372648,126814
2003-11-18,6.703910,6.832160,6.664080,6.748600,0.377871,284197
2003-11-19,6.823420,6.823420,6.610640,6.699050,0.375096,129696
2003-11-20,6.876850,6.894340,6.641730,6.735000,0.377109,157815
2003-11-21,6.738890,6.738890,6.432840,6.593150,0.369167,39575
2003-11-24,6.699050,6.738890,6.486280,6.667960,0.373355,47407
2003-11-25,6.699050,6.868110,6.655330,6.788440,0.380101,68548
2003-11-26,null,null,null,null,null,null
2003-11-27,6.876850,7.089630,6.832160,7.014820,0.392777,136087
2003-11-28,7.276170,7.276170,7.009960,7.245080,0.405670,105251
2003-12-01,7.626910,7.626910,7.014820,7.431620,0.416115,181385
2003-12-02,7.542390,8.859850,7.542390,8.615980,0.482430,637857
2003-12-03,8.757830,9.130920,8.615980,8.816130,0.493637,519277
2003-12-04,8.766580,9.130920,8.074810,8.660680,0.484933,249470
2003-12-05,8.785040,9.037650,8.562550,8.695650,0.486891,215895
2003-12-08,8.740340,8.961870,8.562550,8.638330,0.483681,125826
2003-12-09,8.864710,8.864710,8.296330,8.447900,0.473019,141532
2003-12-10,8.695650,8.859850,8.429440,8.447900,0.473019,128718
2003-12-11,8.518820,8.695650,8.097160,8.318680,0.465783,108905
2003-12-12,8.429440,8.651930,8.416810,8.589750,0.480961,114875
2003-12-15,8.456640,8.581010,8.278840,8.358510,0.468013,51041
2003-12-16,8.341030,8.429440,8.168080,8.270100,0.463063,64359
2003-12-17,8.168080,9.139660,8.079670,8.766580,0.490862,313633
2003-12-18,8.851110,8.873450,8.607240,8.709250,0.487652,60901
2003-12-19,8.949230,8.949230,8.434300,8.522710,0.477207,59964
2003-12-22,8.695650,8.847220,8.518820,8.602380,0.481668,156395
2003-12-23,8.607240,8.695650,8.429440,8.518820,0.476990,74518
2003-12-24,8.429440,8.522710,8.163230,8.451790,0.473236,79077
2003-12-25,null,null,null,null,null,null
2003-12-26,8.766580,8.766580,8.456640,8.553800,0.478948,106754
2003-12-29,8.434300,8.695650,8.434300,8.664560,0.485150,143045
2003-12-30,8.518820,8.651930,8.429440,8.438180,0.472474,128780
2003-12-31,8.518820,8.518820,8.163230,8.287590,0.464043,71502
2004-01-01,8.669420,8.669420,8.358510,8.420690,0.471495,153832
2004-01-02,8.429440,8.589750,8.385720,8.482880,0.474977,127133
2004-01-05,8.518820,8.864710,8.349770,8.664560,0.485150,296959
2004-01-06,8.607240,8.651930,8.341030,8.380860,0.469265,239393
2004-01-07,8.252610,8.429440,7.853290,8.003890,0.448157,244303
2004-01-08,8.171970,8.341030,8.101040,8.199170,0.459092,90101
2004-01-09,8.695650,8.873450,8.163230,8.261360,0.462574,173933
2004-01-12,8.323540,8.376000,8.074810,8.230260,0.460832,126412
2004-01-13,8.376000,8.376000,7.986400,8.132140,0.455338,148840
2004-01-14,8.411950,8.669420,7.879520,8.034980,0.449898,508779
2004-01-15,8.567400,8.695650,7.897010,7.955310,0.445437,288591
2004-01-16,8.221520,8.221520,7.857180,8.038860,0.450116,172255
2004-01-19,7.870780,7.955310,7.502550,7.689090,0.430531,198316
2004-01-20,7.870780,7.919360,7.653150,7.710470,0.431728,35787
